id,updated_at,created_at,name,company_name,emails,telephones,currency,billing_address,shipping_address,is_active,is_customer,is_supplier
11,2023-12-12T01:04:02.000Z,2023-12-12T01:04:02.000Z,Lisa Gevelber,Gevelber Photography,[{'email': 'Photography@intuit.com'}],"[{'telephone': '(415) 222-4345', 'type': 'WORK'}]",USD,"{'address1': '1045 Main St.', 'city': 'Half Moon Bay', 'region_code': 'CA', 'postal_code': '94213', 'region': 'California'}","{'address1': '1045 Main St.', 'city': 'Half Moon Bay', 'region_code': 'CA', 'postal_code': '94213', 'region': 'California'}",True,True,False
12,2023-12-18T21:25:43.000Z,2023-12-12T01:05:09.000Z,Jeff Chin,Jeff's Jalopies,[{'email': 'Jalopies@intuit.com'}],"[{'telephone': '(650) 555-8989', 'type': 'WORK'}]",USD,"{'address1': '12 Willow Rd.', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94305', 'region': 'California'}","{'address1': '12 Willow Rd.', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94305', 'region': 'California'}",True,True,False
13,2023-12-17T19:06:49.000Z,2023-12-12T01:06:42.000Z,John Melton,,[{'email': 'John@Melton.com'}],"[{'telephone': '(650) 555-5879', 'type': 'WORK'}]",USD,"{'address1': '85 Pine St.', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}","{'address1': '85 Pine St.', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}",True,True,False
14,2023-12-12T01:08:02.000Z,2023-12-12T01:08:02.000Z,Kate Whelan,,[{'email': 'Kate@Whelan.com'}],"[{'telephone': '(650) 554-8822', 'type': 'WORK'}]",USD,"{'address1': '45 First St.', 'city': 'Menlo Park', 'region_code': 'CA', 'country': 'United States', 'postal_code': '94304', 'country_code': 'US', 'region': 'California'}","{'address1': '45 First St.', 'city': 'Menlo Park', 'region_code': 'CA', 'country': 'United States', 'postal_code': '94304', 'country_code': 'US', 'region': 'California'}",True,True,False
16,2023-12-17T23:18:18.000Z,2023-12-12T01:11:27.000Z,Kathy Kuplis,Kookies by Kathy,[{'email': 'qbwebsamplecompany@yahoo.com'}],"[{'telephone': '(650) 555-7896', 'type': 'WORK'}]",USD,"{'address1': '789 Sugar Lane', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}",,True,True,False
17,2023-12-19T20:57:24.000Z,2023-12-12T01:12:16.000Z,Mark Cho,,[{'email': 'Mark@Cho.com'}],"[{'telephone': '(650) 554-1479', 'type': 'WORK'}]",USD,"{'address1': '36 Willow Rd', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}","{'address1': '36 Willow Rd', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}",True,True,False
18,2023-12-17T19:43:20.000Z,2023-12-12T01:13:37.000Z,Kathy Paulsen,Paulsen Medical Supplies,[{'email': 'Medical@intuit.com'}],"[{'telephone': '(650) 557-4569', 'type': 'WORK'}]",USD,"{'address1': '900 Main St.', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}","{'address1': '38921 S. Boise Ave', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}",True,True,False
15,2023-12-17T23:30:27.000Z,2023-12-12T01:10:24.000Z,Karen Pye,Pye's Cakes,[{'email': 'pyescakes@intuit.com'}],"[{'telephone': '(973) 555-4652', 'type': 'WORK'}, {'telephone': '(973) 555-2234', 'type': 'MOBILE'}]",USD,"{'address1': '350 Mountain View Dr.', 'city': 'South Orange', 'region_code': 'NJ', 'postal_code': '07079', 'region': 'New Jersey'}","{'address1': '350 Mountain View Dr.', 'city': 'South Orange', 'region_code': 'NJ', 'postal_code': '07079', 'region': 'New Jersey'}",True,True,False
19,2023-12-12T01:14:24.000Z,2023-12-12T01:14:24.000Z,Jeff Rago,Rago Travel Agency,[{'email': 'Rago_Travel@intuit.com'}],"[{'telephone': '(650) 555-1596', 'type': 'WORK'}]",USD,"{'address1': '753 Cedar St.', 'city': 'Bayshore', 'region_code': 'CA', 'postal_code': '94326', 'region': 'California'}","{'address1': '753 Cedar St.', 'city': 'Bayshore', 'region_code': 'CA', 'postal_code': '94326', 'region': 'California'}",True,True,False
20,2023-12-18T20:44:45.000Z,2023-12-12T01:15:14.000Z,Stephanie Martini,Red Rock Diner,[{'email': 'qbwebsamplecompany@yahoo.com'}],"[{'telephone': '(650) 555-4973', 'type': 'WORK'}]",USD,"{'address1': '500 Red Rock Rd.', 'city': 'Bayshore', 'region_code': 'CA', 'postal_code': '94326', 'region': 'California'}","{'address1': '500 Red Rock Rd.', 'city': 'Bayshore', 'region_code': 'CA', 'postal_code': '94326', 'region': 'California'}",True,True,False
21,2023-12-18T21:45:12.000Z,2023-12-12T01:17:21.000Z,Rondonuwu and Vegi,,[{'email': 'Tony@Rondonuwu.com'}],"[{'telephone': '(650) 555-2645', 'type': 'WORK'}]",USD,"{'address1': '847 California Ave.', 'city': 'San Jose', 'region_code': 'CA', 'postal_code': '95021', 'region': 'California'}","{'address1': '847 California Ave.', 'city': 'San Jose', 'region_code': 'CA', 'postal_code': '95021', 'region': 'California'}",True,True,False
22,2023-12-17T19:16:52.000Z,2023-12-12T01:18:34.000Z,Shara Barnett,,[{'email': 'Shara@Barnett.com'}],"[{'telephone': '(650) 555-4563', 'type': 'WORK'}]",USD,"{'address1': '77 University', 'city': 'Palo Alto', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}","{'address1': '77 University', 'city': 'Palo Alto', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}",True,True,False
23,2023-12-17T19:16:52.000Z,2023-12-12T01:22:41.000Z,Shara Barnett,Barnett Design,[{'email': 'Design@intuit.com'}],"[{'telephone': '(650) 557-1289', 'type': 'WORK'}]",USD,"{'address1': '19 Main St.', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}","{'address1': '19 Main St.', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}",True,True,False
24,2023-12-19T21:16:17.000Z,2023-12-12T01:23:24.000Z,Russ Sonnenschein,Sonnenschein Family Store,[{'email': 'Familiystore@intuit.com'}],"[{'telephone': '(650) 557-8463', 'type': 'WORK'}]",USD,"{'address1': '5647 Cypress Hill Ave.', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}","{'address1': '5647 Cypress Hill Ave.', 'city': 'Middlefield', 'region_code': 'CA', 'postal_code': '94303', 'region': 'California'}",True,True,False
25,2023-12-19T20:52:44.000Z,2023-12-12T01:24:26.000Z,Katsuyuki Yanagawa,Sushi by Katsuyuki,[{'email': 'Sushi@intuit.com'}],"[{'telephone': '(505) 570-0147', 'type': 'WORK'}]",USD,"{'address1': '898 Elm St.', 'city': 'Maplewood', 'region_code': 'NJ', 'postal_code': '07040', 'region': 'New Jersey'}","{'address1': '898 Elm St.', 'city': 'Maplewood', 'region_code': 'NJ', 'postal_code': '07040', 'region': 'New Jersey'}",True,True,False
26,2023-12-18T21:36:31.000Z,2023-12-12T01:25:08.000Z,Travis Waldron,,[{'email': 'Travis@Waldron.com'}],"[{'telephone': '(650) 557-9977', 'type': 'WORK'}]",USD,"{'address1': '78 First St.', 'city': 'Monlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}","{'address1': '78 First St.', 'city': 'Monlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}",True,True,False
27,2023-12-12T01:26:07.000Z,2023-12-12T01:26:07.000Z,Dan Wilks,Video Games by Dan,[{'email': 'Videogames@intuit.com'}],"[{'telephone': '(650) 555-3456', 'type': 'WORK'}]",USD,"{'address1': '202 Main St.', 'city': 'Tucson', 'region_code': 'AZ', 'postal_code': '85704', 'region': 'Arizona'}","{'address1': '202 Main St.', 'city': 'Tucson', 'region_code': 'AZ', 'postal_code': '85704', 'region': 'Arizona'}",True,True,False
28,2023-12-12T01:28:21.000Z,2023-12-12T01:28:21.000Z,Whitney Brewer,Wedding Planning by Whitney,[{'email': 'Dream_Wedding@intuit.com'}],"[{'telephone': '(650) 557-2473', 'type': 'WORK'}]",USD,"{'address1': '135 Broadway', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}","{'address1': '135 Broadway', 'city': 'Menlo Park', 'region_code': 'CA', 'postal_code': '94304', 'region': 'California'}",True,True,False
29,2023-12-17T19:09:08.000Z,2023-12-12T01:29:04.000Z,Nicola Weiskopf,Weiskopf Consulting,[{'email': 'Consulting@intuit.com'}],"[{'telephone': '(650) 555-1423', 'type': 'WORK'}]",USD,"{'address1': '45612 Main St.', 'city': 'Bayshore', 'region_code': 'CA', 'postal_code': '94326', 'region': 'California'}","{'address1': '45612 Main St.', 'city': 'Bayshore', 'region_code': 'CA', 'postal_code': '94326', 'region': 'California'}",True,True,False
